Year,State_Name,County_Name,Total,Pop,Coke,Soda,Pop,Coke,Soda,pop coke or soda,,
2003,NM,Roosevelt,7,0,5,2,0,0.714285714,0.285714286,4.714285714,,
2003,NM,San Juan,15,3,9,2,0.2,0.6,0.133333333,4.6,,
2003,NM,San Miguel,3,1,2,0,0.333333333,0.666666667,0,4.666666667,,
2003,NM,Sandoval,8,0,3,5,0,0.375,0.625,6.625,,
2003,NM,Santa Fe,30,0,21,8,0,0.7,0.266666667,4.7,,
2003,NM,Sierra,3,0,3,0,0,1,0,5,,
2003,NM,Socorro,3,0,0,1,0,0,0.333333333,6.333333333,,
2003,NM,Taos,4,0,4,0,0,1,0,5,,
2003,NM,Torrance,1,0,0,0,0,0,0,0,,
2003,NM,Union,1,0,0,1,0,0,1,7,,
2003,NM,Valencia,14,2,7,5,0.142857143,0.5,0.357142857,4.5,,
2003,NV,Carson City,6,0,3,3,0,0.5,0.5,0,,
2003,NV,Churchill,4,0,1,1,0,0.25,0.25,0,,
2003,NV,Clark,185,24,27,125,0.12972973,0.145945946,0.675675676,6.675675676,,
2003,NV,Douglas,8,3,1,4,0.375,0.125,0.5,6.5,,
2003,NV,Elko,6,2,1,1,0.333333333,0.166666667,0.166666667,2.333333333,,
2003,NV,Esmeralda,0,0,0,0,0,0,0,0,,
2003,NV,Eureka,1,0,1,0,0,1,0,5,,
2003,NV,Humboldt,2,2,0,0,1,0,0,3,,
2003,NV,Lander,0,0,0,0,0,0,0,0,,
2003,NV,Lincoln,6,0,1,5,0,0.166666667,0.833333333,6.833333333,,
2003,NV,Lyon,3,1,1,1,0.333333333,0.333333333,0.333333333,0,,
2003,NV,Mineral,1,0,0,1,0,0,1,7,,
2003,NV,Nye,4,1,0,3,0.25,0,0.75,6.75,,
2003,NV,Pershing,0,0,0,0,0,0,0,0,,
2003,NV,Storey,0,0,0,0,0,0,0,0,,
2003,NV,Washoe,65,4,14,45,0.061538462,0.215384615,0.692307692,6.692307692,,
2003,NV,White Pine,3,0,2,1,0,0.666666667,0.333333333,4.666666667,,
2003,NY,Albany,182,1,8,171,0.005494505,0.043956044,0.93956044,6.93956044,,
2003,NY,Allegany,44,31,0,12,0.704545455,0,0.272727273,2.704545455,,
2003,NY,Bronx,220,2,2,215,0.009090909,0.009090909,0.977272727,6.977272727,,
2003,NY,Broome,183,7,2,158,0.038251366,0.010928962,0.863387978,6.863387978,,
2003,NY,Cattaraugus,99,88,0,11,0.888888889,0,0.111111111,2.888888889,,
2003,NY,Cayuga,44,12,1,31,0.272727273,0.022727273,0.704545455,6.704545455,,
2003,NY,Chautauqua,141,130,0,9,0.921985816,0,0.063829787,2.921985816,,
2003,NY,Chemung,74,39,2,33,0.527027027,0.027027027,0.445945946,2.527027027,,
2003,NY,Chenango,24,2,1,21,0.083333333,0.041666667,0.875,6.875,,
2003,NY,Clinton,48,0,1,47,0,0.020833333,0.979166667,6.979166667,,
2003,NY,Columbia,32,0,3,29,0,0.09375,0.90625,6.90625,,
2003,NY,Cortland,35,2,4,28,0.057142857,0.114285714,0.8,6.8,,
2003,NY,Delaware,13,0,0,13,0,0,1,7,,
2003,NY,Dutchess,158,3,6,146,0.018987342,0.037974684,0.924050633,6.924050633,,
2003,NY,Erie,1326,1207,5,95,0.91025641,0.003770739,0.071644042,2.91025641,,
2003,NY,Essex,10,0,0,10,0,0,1,7,,
2003,NY,Franklin,27,0,0,23,0,0,0.851851852,6.851851852,,
2003,NY,Fulton,11,0,2,9,0,0.181818182,0.818181818,6.818181818,,
2003,NY,Genesee,81,72,0,7,0.888888889,0,0.086419753,2.888888889,,
2003,NY,Greene,23,0,2,21,0,0.086956522,0.913043478,6.913043478,,
2003,NY,Hamilton,2,0,0,2,0,0,1,7,,
2003,NY,Herkimer,34,1,0,32,0.029411765,0,0.941176471,6.941176471,,
2003,NY,Jefferson,57,3,5,45,0.052631579,0.087719298,0.789473684,6.789473684,,
2003,NY,Kings,522,8,13,493,0.01532567,0.024904215,0.944444444,6.944444444,,
2003,NY,Lewis,20,0,0,19,0,0,0.95,6.95,,
2003,NY,Livingston,45,37,0,8,0.822222222,0,0.177777778,2.822222222,,
2003,NY,Madison,42,1,1,39,0.023809524,0.023809524,0.928571429,6.928571429,,
2003,NY,Monroe,941,624,18,280,0.663124336,0.019128587,0.297555792,2.663124336,,
2003,NY,Montgomery,27,0,2,24,0,0.074074074,0.888888889,6.888888889,,
2003,NY,Nassau,697,8,32,647,0.011477762,0.045911047,0.928263989,6.928263989,,
2003,NY,New York,484,10,26,435,0.020661157,0.053719008,0.898760331,6.898760331,,
2003,NY,Niagara,255,238,1,13,0.933333333,0.003921569,0.050980392,2.933333333,,
2003,NY,Oneida,161,5,6,148,0.031055901,0.037267081,0.919254658,6.919254658,,
2003,NY,Onondaga,376,8,5,356,0.021276596,0.013297872,0.946808511,6.946808511,,
2003,NY,Ontario,84,57,0,23,0.678571429,0,0.273809524,2.678571429,,
2003,NY,Orange,156,0,4,151,0,0.025641026,0.967948718,6.967948718,,
2003,NY,Orleans,51,43,0,7,0.843137255,0,0.137254902,2.843137255,,
2003,NY,Oswego,95,9,0,85,0.094736842,0,0.894736842,6.894736842,,
2003,NY,Otsego,40,1,2,36,0.025,0.05,0.9,6.9,,
2003,NY,Putnam,48,0,5,43,0,0.104166667,0.895833333,6.895833333,,
2003,NY,Queens,497,2,24,469,0.004024145,0.048289738,0.943661972,6.943661972,,
2003,NY,Rensselaer,81,1,3,75,0.012345679,0.037037037,0.925925926,6.925925926,,
2003,NY,Richmond,119,2,5,111,0.016806723,0.042016807,0.932773109,6.932773109,,
2003,NY,Rockland,162,1,4,154,0.00617284,0.024691358,0.950617284,6.950617284,,
2003,NY,Saratoga,121,4,0,116,0.033057851,0,0.958677686,6.958677686,,
2003,NY,Schenectady,112,4,3,101,0.035714286,0.026785714,0.901785714,6.901785714,,
2003,NY,Schoharie,14,1,0,12,0.071428571,0,0.857142857,6.857142857,,
2003,NY,Schuyler,9,5,0,3,0.555555556,0,0.333333333,2.555555556,,
2003,NY,Seneca,16,7,1,8,0.4375,0.0625,0.5,6.5,,
2003,NY,St. Lawrence,87,4,1,77,0.045977011,0.011494253,0.885057471,6.885057471,,
2003,NY,Steuben,46,28,0,18,0.608695652,0,0.391304348,2.608695652,,
2003,NY,Suffolk,620,9,24,581,0.014516129,0.038709677,0.937096774,6.937096774,,
2003,NY,Sullivan,26,1,1,24,0.038461538,0.038461538,0.923076923,6.923076923,,
2003,NY,Tioga,39,6,1,32,0.153846154,0.025641026,0.820512821,6.820512821,,
2003,NY,Tompkins,87,13,2,70,0.149425287,0.022988506,0.804597701,6.804597701,,
2003,NY,Ulster,70,2,3,65,0.028571429,0.042857143,0.928571429,6.928571429,,
2003,NY,Warren,24,0,0,24,0,0,1,7,,
2003,NY,Washington,26,1,1,24,0.038461538,0.038461538,0.923076923,6.923076923,,
2003,NY,Wayne,79,56,0,18,0.708860759,0,0.227848101,2.708860759,,
2003,NY,Westchester,454,2,9,433,0.004405286,0.019823789,0.953744493,6.953744493,,
2003,NY,Wyoming,44,38,0,4,0.863636364,0,0.090909091,2.863636364,,
2003,NY,Yates,23,15,0,8,0.652173913,0,0.347826087,2.652173913,,
2003,OH,Adams,9,9,0,0,1,0,0,3,,
2003,OH,Allen,41,35,2,2,0.853658537,0.048780488,0.048780488,2.853658537,,
2003,OH,Ashland,21,18,0,2,0.857142857,0,0.095238095,2.857142857,,
2003,OH,Ashtabula,60,55,0,4,0.916666667,0,0.066666667,2.916666667,,
2003,OH,Athens,40,33,1,6,0.825,0.025,0.15,2.825,,
2003,OH,Auglaize,20,19,0,1,0.95,0,0.05,2.95,,
2003,OH,Belmont,37,31,2,3,0.837837838,0.054054054,0.081081081,2.837837838,,
2003,OH,Brown,10,9,0,1,0.9,0,0.1,2.9,,
2003,OH,Butler,176,147,4,21,0.835227273,0.022727273,0.119318182,2.835227273,,
2003,OH,Carroll,14,12,0,2,0.857142857,0,0.142857143,2.857142857,,
2003,OH,Champaign,10,8,0,2,0.8,0,0.2,2.8,,
2003,OH,Clark,57,48,2,6,0.842105263,0.035087719,0.105263158,2.842105263,,
2003,OH,Clermont,84,71,1,11,0.845238095,0.011904762,0.130952381,2.845238095,,
2003,OH,Clinton,17,13,0,4,0.764705882,0,0.235294118,2.764705882,,
2003,OH,Columbiana,69,62,1,6,0.898550725,0.014492754,0.086956522,2.898550725,,
2003,OH,Coshocton,14,11,1,2,0.785714286,0.071428571,0.142857143,2.785714286,,
2003,OH,Crawford,25,24,0,1,0.96,0,0.04,2.96,,
2003,OH,Cuyahoga,1113,977,16,98,0.877807727,0.014375562,0.088050314,2.877807727,,
2003,OH,Darke,13,11,1,1,0.846153846,0.076923077,0.076923077,2.846153846,,
2003,OH,Defiance,19,18,0,1,0.947368421,0,0.052631579,2.947368421,,
2003,OH,Delaware,47,39,0,8,0.829787234,0,0.170212766,2.829787234,,
2003,OH,Erie,41,37,0,2,0.902439024,0,0.048780488,2.902439024,,
2003,OH,Fairfield,51,38,4,6,0.745098039,0.078431373,0.117647059,2.745098039,,
2003,OH,Fayette,2,1,1,0,0.5,0.5,0,0,,
2003,OH,Franklin,622,483,24,105,0.776527331,0.038585209,0.168810289,2.776527331,,
2003,OH,Fulton,24,20,0,2,0.833333333,0,0.083333333,2.833333333,,
2003,OH,Gallia,4,3,1,0,0.75,0.25,0,2.75,,
2003,OH,Geauga,60,56,0,3,0.933333333,0,0.05,2.933333333,,
2003,OH,Greene,118,88,3,25,0.745762712,0.025423729,0.211864407,2.745762712,,
2003,OH,Guernsey,15,13,0,2,0.866666667,0,0.133333333,2.866666667,,
2003,OH,Hamilton,608,448,43,88,0.736842105,0.070723684,0.144736842,2.736842105,,
2003,OH,Hancock,55,45,2,6,0.818181818,0.036363636,0.109090909,2.818181818,,
2003,OH,Hardin,15,13,0,1,0.866666667,0,0.066666667,2.866666667,,
2003,OH,Harrison,5,4,0,1,0.8,0,0.2,2.8,,
2003,OH,Henry,19,16,0,2,0.842105263,0,0.105263158,2.842105263,,
2003,OH,Highland,13,13,0,0,1,0,0,3,,
2003,OH,Hocking,13,11,0,2,0.846153846,0,0.153846154,2.846153846,,
2003,OH,Holmes,9,7,1,1,0.777777778,0.111111111,0.111111111,2.777777778,,
2003,OH,Huron,23,20,0,3,0.869565217,0,0.130434783,2.869565217,,
2003,OH,Jackson,17,15,0,1,0.882352941,0,0.058823529,2.882352941,,
2003,OH,Jefferson,62,57,0,4,0.919354839,0,0.064516129,2.919354839,,
2003,OH,Knox,22,16,1,5,0.727272727,0.045454545,0.227272727,2.727272727,,
2003,OH,Lake,222,203,3,12,0.914414414,0.013513514,0.054054054,2.914414414,,
2003,OH,Lawrence,21,20,1,0,0.952380952,0.047619048,0,2.952380952,,
2003,OH,Licking,76,62,5,7,0.815789474,0.065789474,0.092105263,2.815789474,,
2003,OH,Logan,20,17,0,3,0.85,0,0.15,2.85,,
2003,OH,Lorain,195,175,0,18,0.897435897,0,0.092307692,2.897435897,,
2003,OH,Lucas,305,279,1,22,0.914754098,0.003278689,0.072131148,2.914754098,,
2003,OH,Madison,20,18,0,1,0.9,0,0.05,2.9,,
2003,OH,Mahoning,167,148,1,15,0.886227545,0.005988024,0.089820359,2.886227545,,
2003,OH,Marion,36,29,1,5,0.805555556,0.027777778,0.138888889,2.805555556,,
2003,OH,Medina,102,95,1,5,0.931372549,0.009803922,0.049019608,2.931372549,,
2003,OH,Meigs,10,8,1,1,0.8,0.1,0.1,2.8,,
2003,OH,Mercer,15,12,0,2,0.8,0,0.133333333,2.8,,
2003,OH,Miami,48,37,1,8,0.770833333,0.020833333,0.166666667,2.770833333,,
2003,OH,Monroe,2,2,0,0,1,0,0,3,,
2003,OH,Montgomery,316,251,16,42,0.794303797,0.050632911,0.132911392,2.794303797,,
2003,OH,Morgan,7,7,0,0,1,0,0,3,,
2003,OH,Morrow,9,9,0,0,1,0,0,3,,
2003,OH,Muskingum,24,22,0,2,0.916666667,0,0.083333333,2.916666667,,
2003,OH,Noble,8,7,1,0,0.875,0.125,0,2.875,,
2003,OH,Ottawa,19,19,0,0,1,0,0,3,,
2003,OH,Paulding,8,7,1,0,0.875,0.125,0,2.875,,
2003,OH,Perry,3,2,0,1,0.666666667,0,0.333333333,2.666666667,,
2003,OH,Pickaway,13,13,0,0,1,0,0,3,,
2003,OH,Pike,4,4,0,0,1,0,0,3,,
2003,OH,Portage,97,83,3,9,0.855670103,0.030927835,0.092783505,2.855670103,,
2003,OH,Preble,8,6,0,2,0.75,0,0.25,2.75,,
2003,OH,Putnam,11,11,0,0,1,0,0,3,,
2003,OH,Richland,76,70,2,4,0.921052632,0.026315789,0.052631579,2.921052632,,
2003,OH,Ross,38,32,0,5,0.842105263,0,0.131578947,2.842105263,,
2003,OH,Sandusky,49,46,0,0,0.93877551,0,0,2.93877551,,
2003,OH,Scioto,34,30,0,3,0.882352941,0,0.088235294,2.882352941,,
2003,OH,Seneca,35,34,0,1,0.971428571,0,0.028571429,2.971428571,,
2003,OH,Shelby,17,16,0,1,0.941176471,0,0.058823529,2.941176471,,
2003,OH,Stark,205,188,2,11,0.917073171,0.009756098,0.053658537,2.917073171,,
2003,OH,Summit,378,331,6,39,0.875661376,0.015873016,0.103174603,2.875661376,,
2003,OH,Trumbull,152,136,6,6,0.894736842,0.039473684,0.039473684,2.894736842,,
2003,OH,Tuscarawas,43,41,1,1,0.953488372,0.023255814,0.023255814,2.953488372,,
2003,OH,Union,19,15,0,4,0.789473684,0,0.210526316,2.789473684,,
2003,OH,Van Wert,9,9,0,0,1,0,0,3,,
2003,OH,Vinton,2,1,0,1,0.5,0,0.5,0,,
2003,OH,Warren,68,58,1,4,0.852941176,0.014705882,0.058823529,2.852941176,,
2003,OH,Washington,38,30,3,5,0.789473684,0.078947368,0.131578947,2.789473684,,
2003,OH,Wayne,55,42,3,6,0.763636364,0.054545455,0.109090909,2.763636364,,
2003,OH,Williams,19,17,0,2,0.894736842,0,0.105263158,2.894736842,,
2003,OH,Wood,79,69,2,6,0.873417722,0.025316456,0.075949367,2.873417722,,
2003,OH,Wyandot,10,10,0,0,1,0,0,3,,
2003,OK,Adair,0,0,0,0,0,0,0,0,,
2003,OK,Alfalfa,3,2,1,0,0.666666667,0.333333333,0,2.666666667,,
2003,OK,Atoka,2,1,1,0,0.5,0.5,0,0,,
2003,OK,Beaver,4,1,3,0,0.25,0.75,0,4.75,,
2003,OK,Beckham,11,5,3,1,0.454545455,0.272727273,0.090909091,2.454545455,,
2003,OK,Blaine,4,0,3,1,0,0.75,0.25,4.75,,
2003,OK,Bryan,10,3,6,0,0.3,0.6,0,4.6,,
2003,OK,Caddo,8,1,6,0,0.125,0.75,0,4.75,,
2003,OK,Canadian,33,10,21,1,0.303030303,0.636363636,0.03030303,4.636363636,,
2003,OK,Carter,18,5,11,1,0.277777778,0.611111111,0.055555556,4.611111111,,
2003,OK,Cherokee,16,10,4,2,0.625,0.25,0.125,2.625,,
2003,OK,Choctaw,3,0,2,0,0,0.666666667,0,4.666666667,,
2003,OK,Cimarron,1,0,1,0,0,1,0,5,,
2003,OK,Cleveland,104,11,79,10,0.105769231,0.759615385,0.096153846,4.759615385,,
2003,OK,Coal,1,1,0,0,1,0,0,3,,
2003,OK,Comanche,33,3,15,13,0.090909091,0.454545455,0.393939394,4.454545455,,
2003,OK,Cotton,4,0,3,0,0,0.75,0,4.75,,
2003,OK,Craig,6,5,0,1,0.833333333,0,0.166666667,2.833333333,,
2003,OK,Creek,20,14,1,4,0.7,0.05,0.2,2.7,,
2003,OK,Custer,11,3,8,0,0.272727273,0.727272727,0,4.727272727,,
2003,OK,Delaware,4,4,0,0,1,0,0,3,,
2003,OK,Dewey,1,1,0,0,1,0,0,3,,
2003,OK,Ellis,0,0,0,0,0,0,0,0,,
2003,OK,Garfield,23,8,12,3,0.347826087,0.52173913,0.130434783,4.52173913,,
2003,OK,Garvin,5,1,2,0,0.2,0.4,0,4.4,,
2003,OK,Grady,7,2,5,0,0.285714286,0.714285714,0,4.714285714,,
2003,OK,Grant,0,0,0,0,0,0,0,0,,
2003,OK,Greer,0,0,0,0,0,0,0,0,,
2003,OK,Harmon,2,0,2,0,0,1,0,5,,
2003,OK,Harper,2,0,1,1,0,0.5,0.5,0,,
2003,OK,Haskell,3,1,1,0,0.333333333,0.333333333,0,0,,
2003,OK,Hughes,2,0,2,0,0,1,0,5,,
2003,OK,Jackson,5,0,1,3,0,0.2,0.6,6.6,,
2003,OK,Jefferson,3,0,3,0,0,1,0,5,,
2003,OK,Johnston,3,1,2,0,0.333333333,0.666666667,0,4.666666667,,
2003,OK,Kay,10,3,5,2,0.3,0.5,0.2,4.5,,
2003,OK,Kingfisher,8,2,5,1,0.25,0.625,0.125,4.625,,
2003,OK,Kiowa,3,1,2,0,0.333333333,0.666666667,0,4.666666667,,
2003,OK,Latimer,5,5,0,0,1,0,0,3,,
2003,OK,Le Flore,7,3,3,0,0.428571429,0.428571429,0,0,,
2003,OK,Lincoln,9,3,5,0,0.333333333,0.555555556,0,4.555555556,,
2003,OK,Logan,8,2,6,0,0.25,0.75,0,4.75,,
2003,OK,Love,1,0,0,0,0,0,0,0,,
2003,OK,Major,1,0,1,0,0,1,0,5,,
2003,OK,Marshall,1,0,0,1,0,0,1,7,,
2003,OK,Mayes,9,8,1,0,0.888888889,0.111111111,0,2.888888889,,
2003,OK,McClain,3,0,1,1,0,0.333333333,0.333333333,0,,
2003,OK,McCurtain,7,2,5,0,0.285714286,0.714285714,0,4.714285714,,
2003,OK,McIntosh,1,1,0,0,1,0,0,3,,
2003,OK,Murray,2,0,2,0,0,1,0,5,,
2003,OK,Muskogee,18,12,4,2,0.666666667,0.222222222,0.111111111,2.666666667,,
2003,OK,Noble,3,2,1,0,0.666666667,0.333333333,0,2.666666667,,
2003,OK,Nowata,2,1,1,0,0.5,0.5,0,0,,
2003,OK,Okfuskee,2,1,0,1,0.5,0,0.5,0,,
2003,OK,Oklahoma,266,39,193,28,0.146616541,0.72556391,0.105263158,4.72556391,,
2003,OK,Okmulgee,13,7,4,2,0.538461538,0.307692308,0.153846154,2.538461538,,
2003,OK,Osage,112,38,70,3,0.339285714,0.625,0.026785714,4.625,,
2003,OK,Ottawa,13,4,6,1,0.307692308,0.461538462,0.076923077,4.461538462,,
2003,OK,Pawnee,5,5,0,0,1,0,0,3,,
2003,OK,Payne,31,14,11,6,0.451612903,0.35483871,0.193548387,2.451612903,,
2003,OK,Pittsburg,12,4,6,2,0.333333333,0.5,0.166666667,4.5,,
2003,OK,Pontotoc,14,6,6,2,0.428571429,0.428571429,0.142857143,0,,
2003,OK,Pottawatomie,31,5,19,4,0.161290323,0.612903226,0.129032258,4.612903226,,
2003,OK,Pushmataha,3,1,1,1,0.333333333,0.333333333,0.333333333,0,,
2003,OK,Roger Mills,3,3,0,0,1,0,0,3,,
2003,OK,Rogers,24,16,4,4,0.666666667,0.166666667,0.166666667,2.666666667,,
2003,OK,Seminole,6,0,3,3,0,0.5,0.5,0,,
2003,OK,Sequoyah,9,6,2,1,0.666666667,0.222222222,0.111111111,2.666666667,,
2003,OK,Stephens,15,3,10,1,0.2,0.666666667,0.066666667,4.666666667,,
2003,OK,Texas,11,1,9,1,0.090909091,0.818181818,0.090909091,4.818181818,,
2003,OK,Tillman,3,0,3,0,0,1,0,5,,
2003,OK,Tulsa,292,173,62,46,0.592465753,0.212328767,0.157534247,2.592465753,,
2003,OK,Wagoner,14,11,3,0,0.785714286,0.214285714,0,2.785714286,,
2003,OK,Washington,33,19,7,6,0.575757576,0.212121212,0.181818182,2.575757576,,
2003,OK,Washita,1,1,0,0,1,0,0,3,,
2003,OK,Woods,6,4,1,0,0.666666667,0.166666667,0,2.666666667,,
2003,OK,Woodward,10,1,7,1,0.1,0.7,0.1,4.7,,
2003,OR,Baker,6,4,1,1,0.666666667,0.166666667,0.166666667,2.666666667,,
2003,OR,Benton,54,42,0,10,0.777777778,0,0.185185185,2.777777778,,
2003,OR,Clackamas,187,138,9,38,0.737967914,0.048128342,0.203208556,2.737967914,,
2003,OR,Clatsop,11,6,0,5,0.545454545,0,0.454545455,2.545454545,,
2003,OR,Columbia,20,17,1,1,0.85,0.05,0.05,2.85,,
2003,OR,Coos,21,15,3,3,0.714285714,0.142857143,0.142857143,2.714285714,,
2003,OR,Crook,8,5,0,3,0.625,0,0.375,2.625,,
2003,OR,Curry,4,3,0,0,0.75,0,0,2.75,,
2003,OR,Deschutes,33,23,2,8,0.696969697,0.060606061,0.242424242,2.696969697,,
2003,OR,Douglas,40,24,5,10,0.6,0.125,0.25,2.6,,
2003,OR,Gilliam,3,3,0,0,1,0,0,3,,
2003,OR,Grant,2,1,1,0,0.5,0.5,0,0,,
2003,OR,Harney,7,4,1,2,0.571428571,0.142857143,0.285714286,2.571428571,,
2003,OR,Hood River,8,8,0,0,1,0,0,3,,
2003,OR,Jackson,48,19,4,23,0.395833333,0.083333333,0.479166667,6.479166667,,
2003,OR,Jefferson,3,2,1,0,0.666666667,0.333333333,0,2.666666667,,
2003,OR,Josephine,24,7,2,15,0.291666667,0.083333333,0.625,6.625,,
2003,OR,Klamath,27,18,0,8,0.666666667,0,0.296296296,2.666666667,,
2003,OR,Lake,5,4,1,0,0.8,0.2,0,2.8,,
2003,OR,Lane,156,92,8,54,0.58974359,0.051282051,0.346153846,2.58974359,,
2003,OR,Lincoln,13,11,0,1,0.846153846,0,0.076923077,2.846153846,,
2003,OR,Linn,40,23,0,16,0.575,0,0.4,2.575,,
2003,OR,Malheur,4,3,1,0,0.75,0.25,0,2.75,,
2003,OR,Marion,125,83,7,29,0.664,0.056,0.232,2.664,,
2003,OR,Morrow,2,2,0,0,1,0,0,3,,
2003,OR,Multnomah,381,259,20,81,0.679790026,0.052493438,0.212598425,2.679790026,,
2003,OR,Polk,24,12,0,9,0.5,0,0.375,2.5,,
2003,OR,Sherman,3,3,0,0,1,0,0,3,,
2003,OR,Tillamook,10,7,0,2,0.7,0,0.2,2.7,,
2003,OR,Umatilla,32,25,1,6,0.78125,0.03125,0.1875,2.78125,,
2003,OR,Union,10,7,0,2,0.7,0,0.2,2.7,,
2003,OR,Wallowa,1,1,0,0,1,0,0,3,,
2003,OR,Wasco,9,8,0,1,0.888888889,0,0.111111111,2.888888889,,
2003,OR,Washington,260,155,12,83,0.596153846,0.046153846,0.319230769,2.596153846,,
2003,OR,Wheeler,1,0,0,0,0,0,0,0,,
2003,OR,Yamhill,38,30,1,7,0.789473684,0.026315789,0.184210526,2.789473684,,
2003,PA,Adams,27,3,2,21,0.111111111,0.074074074,0.777777778,6.777777778,,
2003,PA,Allegheny,1631,1410,22,164,0.864500307,0.013488657,0.100551809,2.864500307,,
2003,PA,Armstrong,44,43,0,1,0.977272727,0,0.022727273,2.977272727,,
2003,PA,Beaver,190,173,2,12,0.910526316,0.010526316,0.063157895,2.910526316,,
2003,PA,Bedford,29,12,2,12,0.413793103,0.068965517,0.413793103,0,,
2003,PA,Berks,175,5,6,162,0.028571429,0.034285714,0.925714286,6.925714286,,
2003,PA,Blair,96,69,1,21,0.71875,0.010416667,0.21875,2.71875,,
2003,PA,Bradford,35,7,1,26,0.2,0.028571429,0.742857143,6.742857143,,
2003,PA,Bucks,331,2,5,321,0.006042296,0.01510574,0.96978852,6.96978852,,
2003,PA,Butler,172,155,1,14,0.901162791,0.005813953,0.081395349,2.901162791,,
2003,PA,Cambria,108,55,2,49,0.509259259,0.018518519,0.453703704,2.509259259,,
2003,PA,Cameron,5,4,0,1,0.8,0,0.2,2.8,,
2003,PA,Carbon,20,0,1,19,0,0.05,0.95,6.95,,
2003,PA,Centre,140,33,5,97,0.235714286,0.035714286,0.692857143,6.692857143,,
2003,PA,Chester,246,3,5,236,0.012195122,0.020325203,0.959349593,6.959349593,,
2003,PA,Clarion,28,23,0,4,0.821428571,0,0.142857143,2.821428571,,
2003,PA,Clearfield,51,42,0,9,0.823529412,0,0.176470588,2.823529412,,
2003,PA,Clinton,13,3,0,9,0.230769231,0,0.692307692,6.692307692,,
2003,PA,Columbia,26,0,1,25,0,0.038461538,0.961538462,6.961538462,,
2003,PA,Crawford,86,73,2,10,0.848837209,0.023255814,0.11627907,2.848837209,,
2003,PA,Cumberland,137,8,6,119,0.058394161,0.04379562,0.868613139,6.868613139,,
2003,PA,Dauphin,155,7,13,130,0.04516129,0.083870968,0.838709677,6.838709677,,
2003,PA,Delaware,317,3,6,304,0.009463722,0.018927445,0.958990536,6.958990536,,
2003,PA,Elk,37,34,0,1,0.918918919,0,0.027027027,2.918918919,,
2003,PA,Erie,443,385,2,47,0.869074492,0.004514673,0.106094808,2.869074492,,
2003,PA,Fayette,82,72,1,8,0.87804878,0.012195122,0.097560976,2.87804878,,
2003,PA,Forest,2,2,0,0,1,0,0,3,,
2003,PA,Franklin,42,11,2,26,0.261904762,0.047619048,0.619047619,6.619047619,,
2003,PA,Fulton,2,1,0,1,0.5,0,0.5,0,,
2003,PA,Greene,28,25,0,3,0.892857143,0,0.107142857,2.892857143,,
2003,PA,Huntingdon,7,1,1,5,0.142857143,0.142857143,0.714285714,6.714285714,,
2003,PA,Indiana,84,73,0,11,0.869047619,0,0.130952381,2.869047619,,
2003,PA,Jefferson,41,35,1,5,0.853658537,0.024390244,0.12195122,2.853658537,,
2003,PA,Juniata,11,1,0,9,0.090909091,0,0.818181818,6.818181818,,
2003,PA,Lackawanna,115,1,2,110,0.008695652,0.017391304,0.956521739,6.956521739,,
2003,PA,Lancaster,196,5,5,180,0.025510204,0.025510204,0.918367347,6.918367347,,
2003,PA,Lawrence,77,72,0,5,0.935064935,0,0.064935065,2.935064935,,
2003,PA,Lebanon,44,0,3,39,0,0.068181818,0.886363636,6.886363636,,
2003,PA,Lehigh,164,2,2,157,0.012195122,0.012195122,0.957317073,6.957317073,,
2003,PA,Luzerne,121,0,7,114,0,0.05785124,0.94214876,6.94214876,,
2003,PA,Lycoming,61,1,0,54,0.016393443,0,0.885245902,6.885245902,,
2003,PA,McKean,40,34,1,4,0.85,0.025,0.1,2.85,,
2003,PA,Mercer,90,85,0,4,0.944444444,0,0.044444444,2.944444444,,
2003,PA,Mifflin,12,7,1,4,0.583333333,0.083333333,0.333333333,2.583333333,,
2003,PA,Monroe,39,1,2,35,0.025641026,0.051282051,0.897435897,6.897435897,,
2003,PA,Montgomery,501,7,13,468,0.013972056,0.025948104,0.934131737,6.934131737,,
2003,PA,Montour,6,0,0,6,0,0,1,7,,
2003,PA,Northampton,119,2,3,112,0.016806723,0.025210084,0.941176471,6.941176471,,
2003,PA,Northumberland,43,0,1,41,0,0.023255814,0.953488372,6.953488372,,
2003,PA,Perry,8,1,0,7,0.125,0,0.875,6.875,,
2003,PA,Philadelphia,543,8,16,506,0.014732965,0.02946593,0.931860037,6.931860037,,
2003,PA,Pike,6,0,0,6,0,0,1,7,,
2003,PA,Potter,12,9,0,3,0.75,0,0.25,2.75,,
2003,PA,Schuylkill,47,0,1,46,0,0.021276596,0.978723404,6.978723404,,
2003,PA,Snyder,25,0,0,25,0,0,1,7,,
2003,PA,Somerset,44,18,1,23,0.409090909,0.022727273,0.522727273,6.522727273,,
2003,PA,Sullivan,0,0,0,0,0,0,0,0,,
2003,PA,Susquehanna,24,0,0,18,0,0,0.75,6.75,,
2003,PA,Tioga,19,5,0,13,0.263157895,0,0.684210526,6.684210526,,
2003,PA,Union,6,0,0,6,0,0,1,7,,
2003,PA,Venango,48,42,0,4,0.875,0,0.083333333,2.875,,
2003,PA,Warren,29,24,0,4,0.827586207,0,0.137931034,2.827586207,,
2003,PA,Washington,189,174,2,12,0.920634921,0.010582011,0.063492063,2.920634921,,
2003,PA,Wayne,11,0,0,11,0,0,1,7,,
